"","pbs_code"
"3183","05871B"
"3184","09285Q"
"3185","09383W"
"3186","01316G"
"3187","01500Y"
"3188","02900P"
"3189","08006J"
"3190","09549N"
"3191","03447K"
"3192","02566C"
"3193","07348R"
"3194","05661Y"
"3195","09712E"
"3196","02541R"
"3197","04375G"
"3198","08355R"
"3199","08012Q"
"3200","08021E"
"3201","01296F"
"3202","09381R"
"3203","09300L"
"3204","05919M"
"3205","02820K"
"3206","01873N"
"3207","08183Q"
"3208","06525K"
"3209","02226E"
"3210","08059E"
"3211","03413P"
"3212","05600R"
"3213","05961R"
"3214","05531D"
"3215","03438Y"
"3216","01481Y"
"3217","05982W"
"3218","01976B"
"3219","08806L"
"3220","01820T"
"3221","08039D"
"3222","06383Y"
"3223","04706Q"
"3224","08189B"
"3225","08676P"
"3226","03418X"
"3227","09462B"
"3228","09328Y"
"3229","09665Q"
"3230","03376Q"
"3231","05302C"
"3232","02956N"
"3233","01132N"
"3234","08878G"
"3235","09726X"
"3236","02697Y"
"3237","08605X"
"3238","05440H"
"3239","05866R"
"3240","02350Q"
"3241","02854F"
"3242","05594K"
"3243","02026P"
"3244","03104J"
"3245","09243L"
"3246","08115D"
"3247","08986Y"
"3248","05481L"
"3249","02173J"
"3250","08990E"
"3251","01626N"
"3252","03160H"
"3253","08209C"
"3254","01930N"
"3255","05416C"
"3256","01656E"
"3257","01934T"
"3258","01480X"
"3259","06370G"
"3260","02710P"
"3261","02806Q"
"3262","09216C"
"3263","05846Q"
"3264","09637F"
"3265","08588B"
"3266","05740D"
"3267","05703E"
"3268","00015T"
"3269","09140C"
"3270","01241H"
"3271","05394X"
"3272","08968B"
"3273","08498G"
"3274","05414Y"
"3275","09360P"
"3276","06510P"
"3277","05932F"
"3278","09078T"
"3279","01511M"
"3280","09729C"
"3281","09013J"
"3282","05257Q"
"3283","01445C"
"3284","02761H"
"3285","05880L"
"3286","03384D"
"3287","05526W"
"3288","05595L"
"3289","01800R"
"3290","08213G"
"3291","09200F"
"3292","05276Q"
"3293","02184Y"
"3294","06409H"
"3295","07236W"
"3296","03095X"
"3297","08048N"
"3298","08523N"
"3299","08452W"
"3300","01898X"
"3301","02328M"
"3302","02884T"
"3303","05566Y"
"3304","09342Q"
"3305","05623Y"
"3306","02440K"
"3307","01292B"
"3308","09560E"
"3309","05476F"
"3310","08678R"
"3311","02378E"
"3312","07226H"
"3313","02332R"
"3314","02974M"
"3315","05983X"
"3316","06597F"
"3317","04731B"
"3318","08485N"
"3319","02316X"
"3320","09456Q"
"3321","08244X"
"3322","10055F"
"3323","01250T"
"3324","09048F"
"3325","08815Y"
"3326","09626P"
"3327","05193H"
"3328","07239B"
"3329","06890P"
"3330","05532E"
"3331","05810T"
"3332","05352Q"
"3333","09101B"
"3334","04428C"
"3335","05501M"
"3336","09415M"
"3337","01745W"
"3338","01453L"
"3339","03065H"
"3340","02091C"
"3341","09167L"
"3342","01996C"
"3343","09396M"
"3344","09683P"
"3345","08873B"
"3346","02395C"
"3347","08624X"
"3348","08768L"
"3349","02931G"
"3350","05670K"
"3351","01501B"
"3352","06208R"
"3353","05386L"
"3354","01674D"
"3355","06953Y"
"3356","06320P"
"3357","06725Y"
"3358","08504N"
"3359","02190G"
"3360","06497Y"
"3361","01891M"
"3362","05742F"
"3363","09037P"
"3364","10154K"
"3365","05207C"
"3366","05571F"
"3367","01920C"
"3368","10066T"
"3369","09127J"
"3370","08138H"
"3371","05446P"
"3372","08274L"
"3373","02816F"
"3374","09617E"
"3375","03052P"
"3376","08785J"
"3377","09045C"
"3378","02964B"
"3379","01529L"
"3380","08638P"
"3381","05581R"
"3382","09192T"
"3383","08234J"
"3384","06493R"
"3385","02225D"
"3386","08455B"
"3387","09229R"
"3388","02729P"
"3389","08065L"
"3390","08611F"
"3391","07062Q"
"3392","02721F"
"3393","05469W"
"3394","05344G"
"3395","03325B"
"3396","01558B"
"3397","05234L"
"3398","06483F"
"3399","02550F"
"3400","03303W"
"3401","05710M"
"3402","09542F"
"3403","05341D"
"3404","05318X"
"3405","02574L"
"3406","05377B"
"3407","05942R"
"3408","01892N"
"3409","05765K"
"3410","01242J"
"3411","09119Y"
"3412","06209T"
"3413","09000Q"
"3414","07928G"
"3415","03198H"
"3416","02643D"
"3417","01311B"
"3418","05989F"
"3419","08866P"
"3420","09565K"
"3421","10037G"
"3422","09184J"
"3423","07254T"
"3424","02358D"
"3425","05456E"
"3426","01002R"
"3427","04376H"
"3428","01634B"
"3429","03392M"
"3430","03026G"
"3431","07273T"
"3432","05602W"
"3433","05908Y"
"3434","08831T"
"3435","05892D"
"3436","07247K"
"3437","10138N"
"3438","09271Y"
"3439","08438D"
"3440","10075G"
"3441","09121C"
"3442","05249G"
"3443","09448G"
"3444","05493D"
"3445","06325X"
"3446","07255W"
"3447","05764J"
"3448","02726L"
"3449","08851W"
"3450","08227B"
"3451","05437E"
"3452","02753X"
"3453","01565J"
"3454","08520K"
"3455","02675T"
"3456","08349K"
"3457","03433Q"
"3458","03374N"
"3459","02586D"
"3460","05379D"
"3461","09747B"
"3462","08649F"
"3463","03427J"
"3464","08791Q"
"3465","02318B"
"3466","10188F"
"3467","08820F"
"3468","05331N"
"3469","02431Y"
"3470","01206L"
"3471","08522M"
"3472","08832W"
"3473","01522D"
"3474","09394K"
"3475","08394T"
"3476","07343L"
"3477","07080P"
"3478","01574W"
"3479","09099X"
"3480","05418E"
"3481","09534T"
"3482","08889W"
"3483","05224Y"
"3484","01519Y"
"3485","01598D"
"3486","02887Y"
"3487","09235C"
"3488","04712B"
"3489","03415R"
"3490","08486P"
"3491","08894D"
"3492","10121Q"
"3493","05935J"
"3494","09150N"
"3495","08411Q"
"3496","10059K"
"3497","01566K"
"3498","02478K"
"3499","02609H"
"3500","09188N"
"3501","10024N"
"3502","08471W"
"3503","01531N"
"3504","05714R"
"3505","09442Y"
"3506","05812X"
"3507","10046R"
"3508","05758C"
"3509","05273M"
"3510","01874P"
"3511","08963R"
"3512","10122R"
"3513","05782H"
"3514","09323Q"
"3515","06571W"
"3516","06440Y"
"3517","09016M"
"3518","02986E"
"3519","08923P"
"3520","01704Q"
"3521","06284R"
"3522","05423K"
"3523","05779E"
"3524","08479G"
"3525","08437C"
"3526","01205K"
"3527","05726J"
"3528","01082Y"
"3529","06101D"
"3530","05114E"
"3531","10009T"
"3532","08289G"
"3533","05338Y"
"3534","08604W"
"3535","05203W"
"3536","09203J"
"3537","08925R"
"3538","02535K"
"3539","02236Q"
"3540","07241D"
"3541","05040G"
"3542","02135J"
"3543","02536L"
"3544","08977L"
"3545","02767P"
"3546","01034K"
"3547","08137G"
"3548","08686E"
"3549","09380Q"
"3550","01754H"
"3551","08196J"
"3552","08284B"
"3553","06262N"
"3554","01935W"
"3555","01512N"
"3556","05669J"
"3557","04319H"
"3558","05912E"
"3559","01921D"
"3560","09053L"
"3561","01081X"
"3562","02953K"
"3563","02774B"
"3564","09043Y"
"3565","05609F"
"3566","01609Q"
"3567","05483N"
"3568","02321E"
"3569","01969P"
"3570","05013W"
"3571","05140M"
"3572","04444X"
"3573","05976M"
"3574","05984Y"
"3575","05799F"
"3576","02072C"
"3577","01327W"
"3578","09158B"
"3579","01557Y"
"3580","01473M"
"3581","06396P"
"3582","05444M"
"3583","08591E"
"3584","03435T"
"3585","02817G"
"3586","01413J"
"3587","06120D"
"3588","09404Y"
"3589","10193L"
"3590","01209P"
"3591","05636P"
"3592","08456C"
"3593","08440F"
"3594","04439P"
"3595","07252Q"
"3596","01782T"
"3597","02919P"
"3598","01728Y"
"3599","09039R"
"3600","02650L"
"3601","02850B"
"3602","02201W"
"3603","02513G"
"3604","01061W"
"3605","02977Q"
"3606","09418Q"
"3607","08378Y"
"3608","08774T"
"3609","04531L"
"3610","02923W"
"3611","02876J"
"3612","01172Q"
"3613","01397M"
"3614","02781J"
"3615","08446M"
"3616","09368C"
"3617","10020J"
"3618","06253D"
"3619","02244D"
"3620","09611W"
"3621","05655P"
"3622","05585Y"
"3623","06842D"
"3624","05204X"
"3625","01446D"
"3626","02420J"
"3627","09525H"
"3628","02676W"
"3629","08567X"
"3630","02020H"
"3631","07244G"
"3632","08247C"
"3633","05124Q"
"3634","08404H"
"3635","06704W"
"3636","10108B"
"3637","01012G"
"3638","06339P"
"3639","06567P"
"3640","08743E"
"3641","08817C"
"3642","02949F"
"3643","09464D"
"3644","01763T"
"3645","05534G"
"3646","05118J"
"3647","02694T"
"3648","00041E"
"3649","07074H"
"3650","01036M"
"3651","06699N"
"3652","08481J"
"3653","05333Q"
"3654","05540N"
"3655","06203L"
"3656","01799Q"
"3657","10126Y"
"3658","09185K"
"3659","08792R"
"3660","08279R"
"3661","01630T"
"3662","08092X"
"3663","09312D"
"3664","09536X"
"3665","08439E"
"3666","06839Y"
"3667","10135K"
"3668","05306G"
"3669","06915Y"
"3670","09745X"
"3671","08306E"
"3672","06633D"
"3673","09055N"
"3674","03078B"
"3675","08336R"
"3676","01272Y"
"3677","08566W"
"3678","08763F"
"3679","05750P"
"3680","05103N"
"3681","05924T"
"3682","09717K"
"3683","03440C"
"3684","07539T"
"3685","01190P"
"3686","05014X"
"3687","01956Y"
"3688","10006P"
"3689","08086N"
"3690","08777Y"
"3691","06495W"
"3692","09097T"
"3693","02834E"
"3694","09509L"
"3695","01032H"
"3696","07077L"
"3697","09034L"
"3698","01878W"
"3699","01300K"
"3700","09003W"
"3701","08728J"
"3702","06104G"
"3703","10032B"
"3704","01850J"
"3705","08210D"
"3706","07283H"
"3707","08256M"
"3708","02709N"
"3709","08333N"
"3710","09697J"
"3711","09379P"
"3712","09365X"
"3713","01474N"
"3714","08767K"
"3715","09052K"
"3716","10143W"
"3717","02122Q"
"3718","09225M"
"3719","08621R"
"3720","06367D"
"3721","01966L"
"3722","06410J"
"3723","05572G"
"3724","05284D"
"3725","05766L"
"3726","08157H"
"3727","03047J"
"3728","02168D"
"3729","05119K"
"3730","02917M"
"3731","06845G"
"3732","05888X"
"3733","06492Q"
"3734","09485F"
"3735","10165B"
"3736","05046N"
"3737","07224F"
"3738","02667J"
"3739","05720C"
"3740","08854B"
"3741","08097E"
"3742","09361Q"
"3743","09236D"
"3744","09354H"
"3745","09143F"
"3746","08450R"
"3747","01806C"
"3748","02199R"
"3749","05296R"
"3750","05280X"
"3751","02864R"
"3752","08903N"
"3753","05957M"
"3754","02841M"
"3755","05738B"
"3756","08734Q"
"3757","01646P"
"3758","02965C"
"3759","08938K"
"3760","02997R"
"3761","08510X"
"3762","05390Q"
"3763","09049G"
"3764","06416Q"
"3765","08989D"
"3766","06227R"
"3767","05607D"
"3768","10120P"
"3769","01086E"
"3770","02102P"
"3771","01824B"
"3772","09666R"
"3773","03096Y"
"3774","08797B"
"3775","09364W"
"3776","08574G"
"3777","03103H"
"3778","09009E"
"3779","10010W"
"3780","08836C"
"3781","08433W"
"3782","08690J"
"3783","05582T"
"3784","06255F"
"3785","01260H"
"3786","08974H"
"3787","08951D"
"3788","08245Y"
"3789","08904P"
"3790","02989H"
"3791","02739E"
"3792","05077F"
"3793","05646E"
"3794","08300W"
"3795","09162F"
"3796","02044N"
"3797","02371T"
"3798","02243C"
"3799","01126G"
"3800","09556Y"
"3801","01125F"
"3802","05439G"
"3803","02027Q"
"3804","06563K"
"3805","06264Q"
"3806","05507W"
"3807","05865Q"
"3808","03381Y"
"3809","05354T"
"3810","08265B"
"3811","05436D"
"3812","03420B"
"3813","03431N"
"3814","08714P"
"3815","01899Y"
"3816","08850T"
"3817","01259G"
"3818","01188M"
"3819","01910M"
"3820","05221T"
"3821","05517J"
"3822","02367N"
"3823","03064G"
"3824","07058L"
"3825","03449M"
"3826","08445L"
"3827","09421W"
"3828","01984K"
"3829","09378N"
"3830","02606E"
"3831","08795X"
"3832","02562W"
"3833","01959D"
"3834","01343Q"
"3835","05649H"
"3836","08296P"
"3837","08090T"
"3838","08572E"
"3839","08709J"
"3840","02164X"
"3841","08293L"
"3842","06873R"
"3843","05189D"
"3844","05419F"
"3845","10078K"
"3846","08568Y"
"3847","08217L"
"3848","09595B"
"3849","09287T"
"3850","05018D"
"3851","02698B"
"3852","01285P"
"3853","04582E"
"3854","02575M"
"3855","09682N"
"3856","07053F"
"3857","08181N"
"3858","08967Y"
"3859","02971J"
"3860","09302N"
"3861","06534X"
"3862","10149E"
"3863","08430Q"
"3864","08373Q"
"3865","07313X"
"3866","02843P"
"3867","09065D"
"3868","02136K"
"3869","01153Q"
"3870","10001J"
"3871","05357Y"
"3872","04327R"
"3873","09651Y"
"3874","02652N"
"3875","05624B"
"3876","06533W"
"3877","08526R"
"3878","02172H"
"3879","05724G"
"3880","09036N"
"3881","01615B"
"3882","01554T"
"3883","09363T"
"3884","02432B"
"3885","00022E"
"3886","09620H"
"3887","08352N"
"3888","03132W"
"3889","05754W"
"3890","08775W"
"3891","05491B"
"3892","01004W"
"3893","05667G"
"3894","05545W"
"3895","02866W"
"3896","03164M"
"3897","05922Q"
"3898","05860K"
"3899","05376Y"
"3900","05590F"
"3901","09320M"
"3902","02837H"
"3903","04610P"
"3904","02433C"
"3905","05301B"
"3906","05842L"
"3907","09642L"
"3908","01347X"
"3909","02374Y"
"3910","02003K"
"3911","09076Q"
"3912","05425M"
"3913","05718Y"
"3914","08251G"
"3915","09181F"
"3916","08144P"
"3917","05505R"
"3918","05509Y"
"3919","05959P"
"3920","01682M"
"3921","09111M"
"3922","05561Q"
"3923","05775Y"
"3924","06419W"
"3925","09042X"
"3926","07242E"
"3927","01121B"
"3928","08512B"
"3929","09267R"
"3930","05037D"
"3931","05650J"
"3932","05972H"
"3933","05490Y"
"3934","08665C"
"3935","06867K"
"3936","02422L"
"3937","05454C"
"3938","01705R"
"3939","01917X"
"3940","09095Q"
"3941","05559N"
"3942","07223E"
"3943","07604F"
"3944","05361E"
"3945","08619P"
"3946","08861J"
"3947","09505G"
"3948","10088Y"
"3949","05525T"
"3950","08895E"
"3951","04613T"
"3952","02623C"
"3953","04440Q"
"3954","08674M"
"3955","08748K"
"3956","04431F"
"3957","05041H"
"3958","02157M"
"3959","06611Y"
"3960","08083K"
"3961","05137J"
"3962","01477R"
"3963","09393J"
"3964","05382G"
"3965","08266C"
"3966","08114C"
"3967","06418T"
"3968","06734K"
"3969","01171P"
"3970","05353R"
"3971","09424B"
"3972","02048T"
"3973","09255D"
"3974","02460L"
"3975","06267W"
"3976","05225B"
"3977","02868Y"
"3978","08370M"
"3979","04713C"
"3980","08569B"
"3981","08374R"
"3982","03409K"
"3983","07076K"
"3984","09580F"
"3985","08328H"
"3986","05668H"
"3987","03037W"
"3988","05084N"
"3989","08856D"
"3990","01925H"
"3991","08736T"
"3992","08841H"
"3993","06866J"
"3994","01622J"
"3995","08828P"
"3996","09170P"
"3997","01472L"
"3998","05557L"
"3999","03318P"
"4000","06391J"
"4001","02426Q"
"4002","08409N"
"4003","02952J"
"4004","07248L"
"4005","05789Q"
"4006","01936X"
"4007","03054R"
"4008","09274D"
"4009","02286H"
"4010","09056P"
"4011","03436W"
"4012","09222J"
"4013","05811W"
"4014","08590D"
"4015","01811H"
"4016","09112N"
"4017","10084R"
"4018","08463K"
"4019","01182F"
"4020","02688L"
"4021","09481B"
"4022","08470T"
"4023","06729E"
"4024","06488L"
"4025","09704R"
"4026","05841K"
"4027","03328E"
"4028","02114G"
"4029","08729K"
"4030","06338N"
"4031","09286R"
"4032","01810G"
"4033","02477J"
"4034","06444E"
"4035","01093M"
"4036","05826P"
"4037","01131M"
"4038","09244M"
"4039","05510B"
"4040","09269W"
"4041","05421H"
"4042","02748P"
"4043","01287R"
"4044","09004X"
"4045","08313M"
"4046","05100K"
"4047","09728B"
"4048","01065C"
"4049","02827T"
"4050","10179R"
"4051","01016L"
"4052","02278X"
"4053","02293Q"
"4054","08658Q"
"4055","09516W"
"4056","08719X"
"4057","05485Q"
"4058","01981G"
"4059","08395W"
"4060","05849W"
"4061","06887L"
"4062","08818D"
"4063","05355W"
"4064","05796C"
"4065","08739Y"
"4066","09250W"
"4067","09351E"
"4068","05521N"
"4069","08761D"
"4070","05162Q"
"4071","01888J"
"4072","09699L"
"4073","01168L"
"4074","02696X"
"4075","08134D"
"4076","05975L"
"4077","09060W"
"4078","05522P"
"4079","08141L"
"4080","08840G"
"4081","05890B"
"4082","09305R"
"4083","02095G"
"4084","06211X"
"4085","01495Q"
"4086","06204M"
"4087","08509W"
"4088","01221G"
"4089","08883M"
"4090","03333K"
"4091","02863Q"
"4092","09204K"
"4093","06430K"
"4094","08893C"
"4095","02857J"
"4096","02313R"
"4097","05300Y"
"4098","02511E"
"4099","08931C"
"4100","09411H"
"4101","05807P"
"4102","08025J"
"4103","01770E"
"4104","06361T"
"4105","06638J"
"4106","05350N"
"4107","08270G"
"4108","02323G"
"4109","08165R"
"4110","09477T"
"4111","09092M"
"4112","01227N"
"4113","08756W"
"4114","09684Q"
"4115","05409Q"
"4116","01280J"
"4117","06400W"
"4118","08753Q"
"4119","05523Q"
"4120","10150F"
"4121","08673L"
"4122","05755X"
"4123","08154E"
"4124","02359E"
"4125","09317J"
"4126","08495D"
"4127","08295N"
"4128","09405B"
"4129","08007K"
"4130","09118X"
"4131","08528W"
"4132","06356M"
"4133","08715Q"
"4134","08816B"
"4135","10052C"
"4136","08626B"
"4137","09715H"
"4138","09343R"
"4139","05238Q"
"4140","08316Q"
"4141","05011R"
"4142","08684C"
"4143","09474P"
"4144","10090C"
"4145","05349M"
"4146","08062H"
"4147","01439R"
"4148","10077J"
"4149","08273K"
"4150","08453X"
"4151","09494Q"
"4152","06223M"
"4153","05378C"
"4154","09412J"
"4155","09390F"
"4156","05562R"
"4157","08230E"
"4158","05801H"
"4159","09327X"
"4160","08538J"
"4161","01742Q"
"4162","02668K"
"4163","05283C"
"4164","05449T"
"4165","09577C"
"4166","10183Y"
"4167","08311K"
"4168","06860C"
"4169","09624M"
"4170","03176E"
"4171","09563H"
"4172","06290C"
"4173","05993K"
"4174","01263L"
"4175","08473Y"
"4176","06496X"
"4177","06512R"
"4178","09634C"
"4179","10129D"
"4180","07310R"
"4181","05096F"
"4182","01938B"
"4183","09693E"
"4184","08122L"
"4185","09209Q"
"4186","01386Y"
"4187","01217C"
"4188","09072L"
"4189","09641K"
"4190","05165W"
"4191","08934F"
"4192","05599Q"
"4193","09215B"
"4194","01610R"
"4195","01103C"
"4196","08480H"
"4197","02448W"
"4198","09238F"
"4199","01955X"
"4200","02793B"
"4201","01046C"
"4202","03407H"
"4203","02766N"
"4204","09652B"
"4205","08770N"
"4206","02260Y"
"4207","06402Y"
"4208","00000B"
"4209","09496T"
"4210","03390K"
"4211","06874T"
"4212","05953H"
"4213","08434X"
"4214","01846E"
"4215","01916W"
"4216","09031H"
"4217","01692C"
"4218","06352H"
"4219","09353G"
"4220","01589P"
"4221","02714W"
