"","pbs_code","bnf_drug_name","pbs_drug_name","atc_meaning","atc_code","match_type"
"4326",NA,NA,NA,"ARSENIC COMPOUNDS","G01AB","dm_I"
"4327",NA,NA,NA,"BETA BLOCKING AGENTS, NON-SELECTIVE","C07AA","dm_I"
"4328",NA,NA,NA,"PAROTITIS IMMUNOGLOBULIN","J06BB15","dm_I"
"4329",NA,NA,NA,"ESTRONE","G03CC04","dm_I"
"4330",NA,NA,NA,"MEQUINOL","D11AX06","dm_I"
"4331",NA,NA,NA,"HYDRAZINOPHTHALAZINE DERIVATIVES AND DIURETICS","C02LG","dm_I"
"4332",NA,NA,NA,"ANALGESICS","N02","dm_I"
"4333",NA,NA,NA,"TRANYLCYPROMINE","N06AG01","dm_I"
"4334",NA,NA,NA,"ENEMAS","A06AG","dm_I"
"4335",NA,NA,NA,"FOSPHENYTOIN","N03AB05","dm_I"
"4336",NA,NA,NA,"QUINOLINE DERIVATIVES","G01AC","dm_I"
"4337",NA,NA,NA,"GENTAMICIN","D06AX07","dm_I"
"4338",NA,NA,NA,"MUSCLE RELAXANTS","M03","dm_I"
"4339",NA,NA,NA,"FLUCYTOSINE","D01AA05","dm_I"
"4340",NA,NA,NA,"DANTRON, COMBINATIONS","A06AB53","dm_I"
"4341",NA,NA,NA,"FERRIC HYDROXIDE","B03AB04","dm_I"
"4342",NA,NA,NA,"MULTIVITAMINS, PLAIN","A11BA","dm_I"
"4343",NA,NA,NA,"PENTAZOCINE","N02AD01","dm_I"
"4344",NA,NA,NA,"GLIQUIDONE","A10BB08","dm_I"
"4345",NA,NA,NA,"MEDICAL GASES","V03AN","dm_I"
"4346",NA,NA,NA,"LOCAL ANESTHETICS","S01H","dm_I"
"4347",NA,NA,NA,"INTERFERON ALFA NATURAL","L03AB01","dm_I"
"4348",NA,NA,NA,"THIOPENTAL","N05CA19","dm_I"
"4349",NA,NA,NA,"SULFONAMIDES AND POTASSIUM IN COMBINATION","C03CB","dm_I"
"4350",NA,NA,NA,"ASUNAPREVIR","J05AE15","dm_I"
"4351",NA,NA,NA,"VALRUBICIN","L01DB09","dm_I"
"4352",NA,NA,NA,"SELECTIVE BETA-2-ADRENOCEPTOR AGONISTS","R03AC","dm_I"
"4353",NA,NA,NA,"DIFLUPREDNATE","D07AC19","dm_I"
"4354",NA,NA,NA,"NALTREXONE","V03AB30","dm_I"
"4355",NA,NA,NA,"POLYMYXIN B","J01XB02","dm_I"
"4356",NA,NA,NA,"ALISKIREN AND AMLODIPINE","C09XA53","dm_I"
"4357",NA,NA,NA,"CHLOROXYLENOL","D08AE05","dm_I"
"4358",NA,NA,NA,"CALCIFEDIOL","A11CC06","dm_I"
"4359",NA,NA,NA,"OTHER ANTIINFECTIVES","S01AC","dm_I"
"4360",NA,NA,NA,"METHYLPREDNISOLONE AND ANTIINFECTIVES","S01CA08","dm_I"
"4361",NA,NA,NA,"AMINOLEVULINIC ACID","L01XD04","dm_I"
"4362",NA,NA,NA,"SULFADIAZINE AND TRIMETHOPRIM","J03BA02","dm_I"
"4363",NA,NA,NA,"COMBINATIONS OF LEVOTHYROXINE AND LIOTHYRONINE","H03AA03","dm_I"
"4364",NA,NA,NA,"CARUMONAM","J01DF02","dm_I"
"4365",NA,NA,NA,"OPIUM DERIVATIVES AND EXPECTORANTS","R05FA02","dm_I"
"4366",NA,NA,NA,"GALSULFASE","A16AB08","dm_I"
"4367",NA,NA,NA,"CEFADROXIL","J01DB05","dm_I"
"4368",NA,NA,NA,"TRIMETREXATE","P01AX07","dm_I"
"4369",NA,NA,NA,"NORGESTREL AND ESTROGEN","G03FA10","dm_I"
"4370",NA,NA,NA,"TETRAZEPAM","M03BX07","dm_I"
"4371",NA,NA,NA,"2-ANIMO-1-PHENYLETHANOL DERIVATIVES","C04AA","dm_I"
"4372",NA,NA,NA,"OTHER CYTOKINES AND IMMUNOMODULATORS","L03AX","dm_I"
"4373",NA,NA,NA,"MULTIVITAMINS AND TRACE ELEMENTS","A11AA04","dm_I"
"4374",NA,NA,NA,"ALL OTHER NON-THERAPEUTIC PRODUCTS","V07","dm_I"
"4375",NA,NA,NA,"ZINC PROTEIN COMPLEX","A12CB03","dm_I"
"4376",NA,NA,NA,"ANTIFUNGALS FOR DERMATOLOGICAL USE","D01","dm_I"
"4377",NA,NA,NA,"PNEUMOCOCCUS PURIFIED POLYSACCHARIDES ANTIGEN AND HAEMOPHILUS INFLUENZAE, CONJUGATED","J07AL52","dm_I"
"4378",NA,NA,NA,"PSYCHOLEPTICS","N05","dm_I"
"4379",NA,NA,NA,"FERROUS SUCCINATE","B03AA06","dm_I"
"4380",NA,NA,NA,"DANTROLENE AND DERIVATIVES","M03CA","dm_I"
"4381",NA,NA,NA,"OTHER OPHTHALMOLOGICAL DIAGNOSTIC AGENTS","S01JX","dm_I"
"4382",NA,NA,NA,"SPARTEINE","C01BA04","dm_I"
"4383",NA,NA,NA,"BETA BLOCKING AGENTS AND OTHER DIURETICS","C07C","dm_I"
"4384",NA,NA,NA,"NOMIFENSINE","N06AD01","dm_I"
"4385",NA,NA,NA,"CALCIUM CITRATE LYSINE COMPLEX","A12AA09","dm_I"
"4386",NA,NA,NA,"ACETARSOL","G01AB01","dm_I"
"4387",NA,NA,NA,"COMBINATIONS OF SULFONAMIDES AND TRIMETHOPRIM, INCL. DERIVATIVES","J01EE","dm_I"
"4388",NA,NA,NA,"MEDROGESTONE","G03DB03","dm_I"
"4389",NA,NA,NA,"TECHNETIUM (<^>99M<D>TC) HUMAN IMMUNOGLOBULIN","V09HA01","dm_I"
"4390",NA,NA,NA,"MULTIVITAMINS AND CALCIUM","A11AA02","dm_I"
"4391",NA,NA,NA,"MITOTANE","L01XX23","dm_I"
"4392",NA,NA,NA,"TESTS FOR GASTRIC SECRETION","V04CG","dm_I"
"4393",NA,NA,NA,"ANTIGROWTH HORMONE","H01CB","dm_I"
"4394",NA,NA,NA,"FERROUS TARTRATE","B03AA08","dm_I"
"4395",NA,NA,NA,"METHOXYFLURANE","N01AB03","dm_I"
"4396",NA,NA,NA,"MECASERMIN","H01AC03","dm_I"
"4397",NA,NA,NA,"RABEPRAZOLE, COMBINATIONS","A02BC54","dm_I"
"4398",NA,NA,NA,"CHLORPHENOXAMINE","D04AA34","dm_I"
"4399",NA,NA,NA,"BUTAMIRATE","R05DB13","dm_I"
"4400",NA,NA,NA,"PROXIBARBAL","N05CA22","dm_I"
"4401",NA,NA,NA,"AZAPROPAZONE","M01AX04","dm_I"
"4402",NA,NA,NA,"VACCINES IN COMBINATION WITH IMMUNOGLOBULINS","J07AB","dm_I"
"4403",NA,NA,NA,"BRETYLIUM TOSILATE","C01BD02","dm_I"
"4404",NA,NA,NA,"COMBINATIONS","J03AC10","dm_I"
"4405",NA,NA,NA,"ANTIMYCOTICS FOR SYSTEMIC USE","J02","dm_I"
"4406",NA,NA,NA,"ACEBUTOLOL","C07AB04","dm_I"
"4407",NA,NA,NA,"IRBESARTAN AND AMLODIPINE","C09DB05","dm_I"
"4408",NA,NA,NA,"RUFLOXACIN","J01MA10","dm_I"
"4409",NA,NA,NA,"OXYPHENBUTAZONE","M02AA04","dm_I"
"4410",NA,NA,NA,"RESORCINOL","D10AX02","dm_I"
"4411",NA,NA,NA,"PYRIMIDINE DERIVATIVES","C02DC","dm_I"
"4412",NA,NA,NA,"TIOCONAZOLE","D01AC07","dm_I"
"4413",NA,NA,NA,"TYPHOID-PARATYPHOID A AND B","J07AA10","dm_I"
"4414",NA,NA,NA,"FOSFONET","J05AD02","dm_I"
"4415",NA,NA,NA,"TOLPERISONE","M02AX06","dm_I"
"4416",NA,NA,NA,"PERTUSSIS VACCINES","J07AJ","dm_I"
"4417",NA,NA,NA,"IVERMECTIN","D11AX22","dm_I"
"4418",NA,NA,NA,"HEPARIN, LOW MOLECULAR WEIGHT","B01AB03","dm_I"
"4419",NA,NA,NA,"ETHADIONE","N03AC03","dm_I"
"4420",NA,NA,NA,"DOXEFAZEPAM","N05CD12","dm_I"
"4421",NA,NA,NA,"COMBINATIONS","B05CX10","dm_I"
"4422",NA,NA,NA,"S-ATENOLOL","C07AB11","dm_I"
"4423",NA,NA,NA,"TECHNETIUM (<^>99M<D>TC) TEBOROXIME","V09GA03","dm_I"
"4424",NA,NA,NA,"IBUPROXAM","M01AE13","dm_I"
"4425",NA,NA,NA,"PROGLUMIDE","A02BX06","dm_I"
"4426",NA,NA,NA,"OTHER AMINOGLYCOSIDES","J01GB","dm_I"
"4427",NA,NA,NA,"SULFAGUANIDINE","A07AB03","dm_I"
"4428",NA,NA,NA,"SORBITOL","A06AG07","dm_I"
"4429",NA,NA,NA,"PARATHYROID HORMONE","H05AA03","dm_I"
"4430",NA,NA,NA,"THYROID PREPARATIONS","H03A","dm_I"
"4431",NA,NA,NA,"NITROFURAN DERIVATIVES","J01XE","dm_I"
"4432",NA,NA,NA,"BUFYLLINE","R03DA10","dm_I"
"4433",NA,NA,NA,"CALCIUM ACETATE ANHYDROUS","A12AA12","dm_I"
"4434",NA,NA,NA,"PANOBINOSTAT","L01XX42","dm_I"
"4435",NA,NA,NA,"AZATADINE","R06AX09","dm_I"
"4436",NA,NA,NA,"FLUNISOLIDE","R03BA03","dm_I"
"4437",NA,NA,NA,"VASOPRESSIN","H01BA01","dm_I"
"4438",NA,NA,NA,"IOBENZAMIC ACID","V04AE07","dm_I"
"4439",NA,NA,NA,"LIQUID PARAFFIN","A06AA01","dm_I"
"4440",NA,NA,NA,"ORCIPRENALINE","R03CB03","dm_I"
"4441",NA,NA,NA,"DILAZEP","C01DA27","dm_I"
"4442",NA,NA,NA,"THROMBIN","B02BC06","dm_I"
"4443",NA,NA,NA,"DIPHTHERIA-PERTUSSIS-POLIOMYELITIS-TETANUS","J07CA02","dm_I"
"4444",NA,NA,NA,"DIMETHYL SULFOXIDE","M02AX03","dm_I"
"4445",NA,NA,NA,"CHYMOPAPAIN","M05AB01","dm_I"
"4446",NA,NA,NA,"VANCOMYCIN","J01KA05","dm_I"
"4447",NA,NA,NA,"IODINE (131I) NORCHOLESTEROL","V09XA01","dm_I"
"4448",NA,NA,NA,"LISURIDE","N02CA07","dm_I"
"4449",NA,NA,NA,"PIRFENIDONE","L04AX05","dm_I"
"4450",NA,NA,NA,"ACETIC ACID","G01AD02","dm_I"
"4451",NA,NA,NA,"SINCALIDE","V04CC03","dm_I"
"4452",NA,NA,NA,"PROTEIN C","B01AD12","dm_I"
"4453",NA,NA,NA,"ORGOTEIN","M01AX14","dm_I"
"4454",NA,NA,NA,"FERRIC SODIUM CITRATE","B03AB01","dm_I"
"4455",NA,NA,NA,"PRAZEPAM","N05BA11","dm_I"
"4456",NA,NA,NA,"BCG-VACCINE","J07AA15","dm_I"
"4457",NA,NA,NA,"THIAMPHENICOL","J01BA02","dm_I"
"4458",NA,NA,NA,"TILACTASE","A09AA04","dm_I"
"4459",NA,NA,NA,"LOMEFLOXACIN","S01AE04","dm_I"
"4460",NA,NA,NA,"BUCETIN, COMBINATIONS EXCL. PSYCHOLEPTICS","N02BE54","dm_I"
"4461",NA,NA,NA,"STREPTOMYCIN, COMBINATIONS","A07AA54","dm_I"
"4462",NA,NA,NA,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS","R03B","dm_I"
"4463",NA,NA,NA,"TRIBROMOMETACRESOL","D01AE03","dm_I"
"4464",NA,NA,NA,"TETRACYCLINE","A01AB13","dm_I"
"4465",NA,NA,NA,"ORPHENADRINE, COMBINATIONS","M03BC51","dm_I"
"4466",NA,NA,NA,"FLUOCINONIDE","C05AA11","dm_I"
"4467",NA,NA,NA,"ANTIINFLAMMATORY AGENTS","V10A","dm_I"
"4468",NA,NA,NA,"NITROSOUREAS","L01AD","dm_I"
"4469",NA,NA,NA,"VINYLBITAL","N05CA08","dm_I"
"4470",NA,NA,NA,"PSYCHOLEPTICS AND PSYCHOANALEPTICS IN COMBINATION","N06C","dm_I"
"4471",NA,NA,NA,"TRIMETAZIDINE","C01EB15","dm_I"
"4472",NA,NA,NA,"RABIES, INACTIVATED, WHOLE VIRUS","J07BG01","dm_I"
"4473",NA,NA,NA,"THONZYLAMINE","D04AA01","dm_I"
"4474",NA,NA,NA,"PNEUMOCOCCUS, PURIFIED POLYSACCHARIDES ANTIGEN CONJUGATED","J07AL02","dm_I"
"4475",NA,NA,NA,"COMBINATIONS","J01CA20","dm_I"
"4476",NA,NA,NA,"COMBINATIONS OF SULFONAMIDES AND ANTIINFECTIVES","J03BB10","dm_I"
"4477",NA,NA,NA,"PENTAGASTRIN","V04CG04","dm_I"
"4478",NA,NA,NA,"BECLOMETASONE AND ANTIBIOTICS","D07CC04","dm_I"
"4479",NA,NA,NA,"POTASSIUM GLUCONATE","A12BA05","dm_I"
"4480",NA,NA,NA,"AMRINONE","C01CE01","dm_I"
"4481",NA,NA,NA,"SODIUM LEVOFOLINATE","V03AF10","dm_I"
"4482",NA,NA,NA,"OXAMETACIN","M01AB13","dm_I"
"4483",NA,NA,NA,"CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION","S01CA","dm_I"
"4484",NA,NA,NA,"AMBUTONIUM AND PSYCHOLEPTICS","A03CA07","dm_I"
"4485",NA,NA,NA,"HEMOPHILUS INFLUENZAE B, COMBINATIONS WITH MENINGOCOCCUS C, CONJUGATED","J07AG53","dm_I"
"4486",NA,NA,NA,"VOGLIBOSE","A10BF03","dm_I"
"4487",NA,NA,NA,"ETHYL LOFLAZEPATE","N05BA18","dm_I"
"4488",NA,NA,NA,"NEVIRAPINE","J05AX03","dm_I"
"4489",NA,NA,NA,"BROMPHENIRAMINE, COMBINATIONS","R06AB51","dm_I"
"4490",NA,NA,NA,"ERGOLOID MESYLATES, COMBINATIONS","C04AE51","dm_I"
"4491",NA,NA,NA,"OTHER HEM PRODUCTS","B06AB","dm_I"
"4492",NA,NA,NA,"METHOXYPHENAMINE","R03CB02","dm_I"
"4493",NA,NA,NA,"APRONAL","N05CM12","dm_I"
"4494",NA,NA,NA,"BACITRACIN","D06AX05","dm_I"
"4495",NA,NA,NA,"ALCLOMETASONE","S01BA10","dm_I"
"4496",NA,NA,NA,"LACTIC ACID PRODUCING ORGANISMS","A07FA01","dm_I"
"4497",NA,NA,NA,"METRONIDAZOLE","A01AB17","dm_I"
"4498",NA,NA,NA,"FLUSPIRILENE","N05AG01","dm_I"
"4499",NA,NA,NA,"MAGNESIUM","A12CC","dm_I"
"4500",NA,NA,NA,"MELITRACEN","N06AA14","dm_I"
"4501",NA,NA,NA,"TRICHLOROETHYLENE","N01AB05","dm_I"
"4502",NA,NA,NA,"BENZYDAMINE","G02CC03","dm_I"
"4503",NA,NA,NA,"ETHCHLORVYNOL","N05CM08","dm_I"
"4504",NA,NA,NA,"CABOZANTINIB","L01XE26","dm_I"
"4505",NA,NA,NA,"TROSPIUM AND ANALGESICS","A03DA06","dm_I"
"4506",NA,NA,NA,"OTHER MAGNETIC RESONANCE IMAGING CONTRAST MEDIA","V08CX","dm_I"
"4507",NA,NA,NA,"QUINOLONE ANTIBACTERIALS","J01M","dm_I"
"4508",NA,NA,NA,"TROMETAMOL","B05BB03","dm_I"
"4509",NA,NA,NA,"QUINOLINE DERIVATIVES AND CORTICOSTEROIDS","G01BC","dm_I"
"4510",NA,NA,NA,"IOHEXOL","V04AF04","dm_I"
"4511",NA,NA,NA,"ARTESUNATE AND MEFLOQUINE","P01BF02","dm_I"
"4512",NA,NA,NA,"PLASTIC IUD WITH COPPER","G02BA02","dm_I"
"4513",NA,NA,NA,"METFORMIN AND GEMIGLIPTIN","A10BD18","dm_I"
"4514",NA,NA,NA,"NATAMYCIN","D01AA02","dm_I"
"4515",NA,NA,NA,"NITROFURAL","D08AF01","dm_I"
"4516",NA,NA,NA,"ESTAZOLAM","N05CD04","dm_I"
"4517",NA,NA,NA,"DIPROPHYLLINE AND ADRENERGICS","R03DB01","dm_I"
"4518",NA,NA,NA,"MENINGOCOCCUS, TETRAVALENT PURIFIED POLYSACCHARIDES ANATIGEN","J07AH04","dm_I"
"4519",NA,NA,NA,"CARBUTEROL","R03AC10","dm_I"
"4520",NA,NA,NA,"ACE INHIBITORS, COMBINATIONS","C09B","dm_I"
"4521",NA,NA,NA,"DYCLONINE","N01BX02","dm_I"
"4522",NA,NA,NA,"GINKGO BILOBA","N06BX19","dm_I"
"4523",NA,NA,NA,"PERTUSSIS, PURIFIED ANTIGEN","J07AJ02","dm_I"
"4524",NA,NA,NA,"ANTI-GONADOTROPIN-RELEASING HORMONES","H01CC","dm_I"
"4525",NA,NA,NA,"ZALCITABINE","J05AB08","dm_I"
"4526",NA,NA,NA,"SUPROFEN","M01AE07","dm_I"
"4527",NA,NA,NA,"FENCAMFAMIN","N06BA06","dm_I"
"4528",NA,NA,NA,"ALMAGATE","A02AD03","dm_I"
"4529",NA,NA,NA,"FUROSEMIDE AND POTASSIUM-SPARING AGENTS","C03EB01","dm_I"
"4530",NA,NA,NA,"ETHYLESTRENOL","A14AB02","dm_I"
"4531",NA,NA,NA,"MORPHINAN DERIVATIVES","N02AF","dm_I"
"4532",NA,NA,NA,"CLORANOLOL","C07AA27","dm_I"
"4533",NA,NA,NA,"OTHER VITAMIN PRODUCTS, COMBINATIONS","A11J","dm_I"
"4534",NA,NA,NA,"METHADONE, COMB. EXCL. PSYCHOLEPTICS","N02AC52","dm_I"
"4535",NA,NA,NA,"CORTISONE","S01BA03","dm_I"
"4536",NA,NA,NA,"TORASEMIDE","C03CA04","dm_I"
"4537",NA,NA,NA,"PRUCALOPRIDE","A06AX05","dm_I"
"4538",NA,NA,NA,"VITAMINS WITH MINERALS","A11JB","dm_I"
"4539",NA,NA,NA,"CHLOROTHIAZIDE, COMBINATIONS","C03AH01","dm_I"
"4540",NA,NA,NA,"NATEGLINIDE","A10BX03","dm_I"
"4541",NA,NA,NA,"ETHANOL","V03AB16","dm_I"
"4542",NA,NA,NA,"OXYTOCICS","G02A","dm_I"
"4543",NA,NA,NA,"STOMATOLOGICAL PREPARATIONS","A01","dm_I"
"4544",NA,NA,NA,"ZICONOTIDE","N02BG08","dm_I"
"4545",NA,NA,NA,"HYDROCORTISONE AND MYDRIATICS","S01BB01","dm_I"
"4546",NA,NA,NA,"ZOLEDRONIC ACID, CALCIUM AND COLECALCIFEROL, SEQUENTIAL","M05BB08","dm_I"
"4547",NA,NA,NA,"VON WILLEBRAND FACTOR","B02BD10","dm_I"
"4548",NA,NA,NA,"PROBUCOL","B04AX02","dm_I"
"4549",NA,NA,NA,"DEXPANTHENOL","D03AX03","dm_I"
"4550",NA,NA,NA,"CHONDROITIN SULFATE-IRON COMPLEX","B03AB07","dm_I"
"4551",NA,NA,NA,"FLURITHROMYCIN","J01FA14","dm_I"
"4552",NA,NA,NA,"NEOMYCIN","A01AB08","dm_I"
"4553",NA,NA,NA,"PROTRIPTYLINE","N06AA11","dm_I"
"4554",NA,NA,NA,"PRAVASTATIN AND ACETYLSALICYLIC ACID","C10BX02","dm_I"
"4555",NA,NA,NA,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS","M03B","dm_I"
"4556",NA,NA,NA,"TYPHOID, COMBINATIONS WITH PARATYPHI TYPES","J07AP10","dm_I"
"4557",NA,NA,NA,"NIMESULIDE","M01AX17","dm_I"
"4558",NA,NA,NA,"CALCIUM FOLINATE","V03AB28","dm_I"
"4559",NA,NA,NA,"OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM","M05A","dm_I"
"4560",NA,NA,NA,"CEFDINIR","J01DA42","dm_I"
"4561",NA,NA,NA,"DIMETACRINE","N06AA18","dm_I"
"4562",NA,NA,NA,"MILNACIPRAN","N06AA24","dm_I"
"4563",NA,NA,NA,"POTASSIUM","A12B","dm_I"
"4564",NA,NA,NA,"TECHNETIUM (<^>99M<D>TC) ANTIMELANOMA ANTIBODY","V09IA02","dm_I"
"4565",NA,NA,NA,"DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","R03","dm_I"
"4566",NA,NA,NA,"FENOTEROL","G02CA03","dm_I"
"4567",NA,NA,NA,"CAPTOPRIL AND DIURETICS","C09BA01","dm_I"
"4568",NA,NA,NA,"POLYMYXIN B","S03AA03","dm_I"
"4569",NA,NA,NA,"NITROUS OXIDE, COMBINATIONS","N01AX63","dm_I"
"4570",NA,NA,NA,"INSULIN LISPRO","A10AC04","dm_I"
"4571",NA,NA,NA,"DIPHTHERIA-HEPATITIS B-PERTUSSIS-TETANUS","J07CA05","dm_I"
"4572",NA,NA,NA,"DIET FORMULATIONS FOR TREATMENT OF OBESITY","V06A","dm_I"
"4573",NA,NA,NA,"NIFENAZONE","N02BB05","dm_I"
"4574",NA,NA,NA,"OTHER DRUGS FOR BILE THERAPY","A05AX","dm_I"
"4575",NA,NA,NA,"CINCHOCAINE","N01BB06","dm_I"
"4576",NA,NA,NA,"FLUORIDE, COMBINATIONS","A12CD51","dm_I"
"4577",NA,NA,NA,"IMMUNOGLOBULINS, NORMAL HUMAN, FOR INTRAVASCULAR ADM.","J06BA02","dm_I"
"4578",NA,NA,NA,"METHYLPROPYLPROPANEDIOL DINITRATE","C01DA04","dm_I"
"4579",NA,NA,NA,"CLORINDIONE","B01AA09","dm_I"
"4580",NA,NA,NA,"TECHNETIUM (<^>99M<D>TC) PYROPHOSPHATE","V09BA03","dm_I"
"4581",NA,NA,NA,"ALPHA-ADRENOCEPTOR ANTAGONISTS","C02CA","dm_I"
"4582",NA,NA,NA,"IPROCLOZIDE","N06AF06","dm_I"
"4583",NA,NA,NA,"ORNIDAZOLE","J01XD03","dm_I"
"4584",NA,NA,NA,"DIETHYLSTILBESTROL","G03CB02","dm_I"
"4585",NA,NA,NA,"OTHER ANTIINFECTIVES, INCL. LEPROSTATICS","J08A","dm_I"
"4586",NA,NA,NA,"CARBAMIC ACID ESTERS","M03BA","dm_I"
"4587",NA,NA,NA,"NEBIVOLOL AND OTHER HYPERTENSIVES","C07FB12","dm_I"
"4588",NA,NA,NA,"LEVONORGESTREL","G03AD01","dm_I"
"4589",NA,NA,NA,"FLUOCORTOLONE AND ANTIBIOTICS","D07CC06","dm_I"
"4590",NA,NA,NA,"FERRIC OXIDE POLYMALTOSE COMPLEX","B03AC04","dm_I"
"4591",NA,NA,NA,"FENTANYL, COMBINATIONS","N01AH51","dm_I"
"4592",NA,NA,NA,"PEROXIDES","D10AE","dm_I"
"4593",NA,NA,NA,"METHYLROSANILINE","D01AE02","dm_I"
"4594",NA,NA,NA,"NAFTAZONE","C05CX02","dm_I"
"4595",NA,NA,NA,"PYRVINIUM","P02XA01","dm_I"
"4596",NA,NA,NA,"OTHER COUGH SUPPRESSANTS AND EXPECTORANTS","R05FB","dm_I"
"4597",NA,NA,NA,"SULFADIAZINE AND ANTIINFECTIVES","J03BB01","dm_I"
"4598",NA,NA,NA,"CIPROFLOXACIN","J03CB03","dm_I"
"4599",NA,NA,NA,"VENLAFAXINE","N06AE06","dm_I"
"4600",NA,NA,NA,"TELAVANCIN","J01XA03","dm_I"
"4601",NA,NA,NA,"ESZOPICLONE","N05CF04","dm_I"
"4602",NA,NA,NA,"OTHER VIRAL VACCINES","J07BX","dm_I"
"4603",NA,NA,NA,"LOPERAMIDE OXIDE","A07DA05","dm_I"
"4604",NA,NA,NA,"HEMOGLOBIN GLUTAMER (BOVINE)","B05AA10","dm_I"
"4605",NA,NA,NA,"MAGNESIUM SULFATE","D11AX05","dm_I"
"4606",NA,NA,NA,"SPIRAPRIL","C02EA11","dm_I"
"4607",NA,NA,NA,"FAZADINIUM BROMIDE","M03AC08","dm_I"
"4608",NA,NA,NA,"OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","R03D","dm_I"
"4609",NA,NA,NA,"LAMIVUDINE, TENOFOVIR DISOPROXIL AND EFAVIRENZ","J05AR11","dm_I"
"4610",NA,NA,NA,"INTRAVAGINAL CONTRACEPTIVES","G02BB","dm_I"
"4611",NA,NA,NA,"OLAPARIB","L01XX46","dm_I"
"4612",NA,NA,NA,"IOPROMIDE","V04AF07","dm_I"
"4613",NA,NA,NA,"AZANIDAZOLE","G01AF13","dm_I"
"4614",NA,NA,NA,"OTHER BETA-LACTAM ANTIBACTERIALS","J01D","dm_I"
"4615",NA,NA,NA,"ACICLOVIR, COMBINATIONS","D06BB53","dm_I"
"4616",NA,NA,NA,"BARBITURATES IN COMBINATION WITH OTHER DRUGS","N05CB02","dm_I"
"4617",NA,NA,NA,"TACALCITOL","D05AX04","dm_I"
"4618",NA,NA,NA,"ALPHA AND BETA BLOCKING AGENTS AND THIAZIDES","C07BG","dm_I"
"4619",NA,NA,NA,"CEFTRIAXONE, COMBINATIONS","J01DD54","dm_I"
"4620",NA,NA,NA,"ACEFYLLINE PIPERAZINE","R03DA09","dm_I"
"4621",NA,NA,NA,"MICROSPHERES OF PHOSPHOLIPIDS","V08DA04","dm_I"
"4622",NA,NA,NA,"THEODRENALINE","C01CA23","dm_I"
"4623",NA,NA,NA,"HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE","G03A","dm_I"
"4624",NA,NA,NA,"DITAZOLE","B01AC01","dm_I"
"4625",NA,NA,NA,"CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION","S02C","dm_I"
"4626",NA,NA,NA,"DEXPANTHENOL","A11HA30","dm_I"
"4627",NA,NA,NA,"CORTICOSTEROIDS FOR SYSTEMIC USE","H02","dm_I"
"4628",NA,NA,NA,"SIMVASTATIN AND ACETYLSALICYLIC ACID","C10BX01","dm_I"
"4629",NA,NA,NA,"INSULIN DEGLUDEC AND INSULIN ASPART","A10AD06","dm_I"
"4630",NA,NA,NA,"AMINO ACIDS","B02AA","dm_I"
"4631",NA,NA,NA,"ADRENERGIC AND DOPAMINERGIC AGENTS","C01CA","dm_I"
"4632",NA,NA,NA,"CORTICOSTEROIDS FOR SYSTEMIC USE, COMBINATIONS","H02BX","dm_I"
"4633",NA,NA,NA,"REPOSAL","N05CA12","dm_I"
"4634",NA,NA,NA,"ALDESULFONE SODIUM","J04BA03","dm_I"
"4635",NA,NA,NA,"PECILOCIN","D01AA04","dm_I"
"4636",NA,NA,NA,"DOBUTAMINE","C01CA07","dm_I"
"4637",NA,NA,NA,"LANATOSIDE C","C01AA06","dm_I"
"4638",NA,NA,NA,"PRENYLAMINE","C01DA06","dm_I"
"4639",NA,NA,NA,"ALOGLUTAMOL","A02AB06","dm_I"
"4640",NA,NA,NA,"IOPANOIC ACID","V04AD02","dm_I"
"4641",NA,NA,NA,"CYCLOSERINE","J04AB01","dm_I"
"4642",NA,NA,NA,"DOXAZOSIN","C02CA04","dm_I"
"4643",NA,NA,NA,"CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS","D07C","dm_I"
"4644",NA,NA,NA,"MEPENZOLATE","A03AB12","dm_I"
"4645",NA,NA,NA,"FENTIAZAC","M02AA14","dm_I"
"4646",NA,NA,NA,"CORTICOSTEROIDS, POTENT, COMBINATIONS WITH ANTIBIOTICS","D07CC","dm_I"
"4647",NA,NA,NA,"KETOROLAC","M01AB15","dm_I"
"4648",NA,NA,NA,"RAUWOLFIA ALKALOIDS AND DIURETICS IN COMBINATION","C02LA","dm_I"
"4649",NA,NA,NA,"LANSOPRAZOLE, TETRACYCLINE AND METRONIDAZOLE","A02BD02","dm_I"
"4650",NA,NA,NA,"GENITO URINARY SYSTEM AND SEX HORMONES","G","dm_I"
"4651",NA,NA,NA,"MENADIONE","B02BA02","dm_I"
"4652",NA,NA,NA,"ANTIINFLAMMATORY PRODUCTS FOR VAGINAL ADMINISTRATION","G02CC","dm_I"
"4653",NA,NA,NA,"TECHNETIUM (<^>99M<D>TC) STANNOUS AGENT LABELLED CELLS","V09GA06","dm_I"
